,Word,Definition
4557,СРТ,система розничной торговли
4558,"СРТ, СРТР",средний рыболовный траулер
4559,СРТР,средний рыболовный траулер-рефрижератор
4560,СРТС,Совет по развитию торговли Сингапура
4561,СРТС,Совет руководителей таможенных служб
4562,"СРпС, СРПС, СРС",Союз рыбопромышленников Севера
4563,ССК,стрелковый спортивный клуб
4564,ССК,суперсверхкритический
4565,ССК,Союз студентов Кыргызстана
4566,ССК,сложная синтаксическая конструкция
4567,ССК,стройснабкомплект
4568,ССК,[кафедра] системной среды качества
4569,ССК,"справочники, словари и классификаторы"
4570,ССК,Самарская сетевая компания
4571,ССК,Сибирская стекольная компания
4572,ССК,Столичная стекольная компания
4573,ССК,сети связи с системы коммутаций
4574,ССК,Студенческий совет города Киева
4575,ССК,Союз советских композиторов
4576,ССК,«Семейная страховая компания»
4577,ССК,«Северная строительная компания»
4578,ССК,Сибирская сервисная компания
4579,ССК,светосигнальный комплект
4580,ССК,Северный судоходный канал
4581,ССК,сельский строительный комбинат
4582,ССК,Союз студентов-коммунистов
4583,ССК,"строительная сберегательная касса
строительно-сберегательная касса"
4584,ССК,система стабилизации курса
4585,ССК,«Столичная судоходная компания»
4586,ССК,система сииволического кодирования
4587,ССК,соматосенсорная кора
4588,ССК,"сперматогониальная стволовая клетка;
стволовая сперматогониальная клетка"
4589,ССК,система сертификации качества
4590,ССК,Слобожанская строительная керамика
4591,ССК,Судоремонтно-судостроительная корпорация
4592,ССК,судья ставропольского края
4593,ССК,свертывающая система крови
4594,ССК,стволовые стромальные клетки
4595,ССК,ссудо-сберегательная касса
4596,ССКП,Союз спортивных клубов и предпринимателей
4597,ССКП,си­сте­ма сер­ти­фи­ка­ции Ким­бер­лий­ско­го про­цес­са
4598,ССКП,"«Схема сертификации Кимберлийского процесса»
си­сте­ма сер­ти­фи­ка­ции Ким­бер­лий­ско­го про­цес­са"
4599,ССКП,сдать снять купить продать
4600,ССКП,смесь спечённого кальцинированного периклаза
4601,ССКП,сквозная ступенчатая кератопластика
4602,ССКП,Северо-сахалинская кредитная программа
4603,ССКП,Служба специальных курьерских перевозок
4604,"ССКП, ССКПП",суперсверхкритические параметры пара
4605,ССН,сердечно-сосудистая недостаточность
4606,ССН,система самонаведения
4607,ССН,сеялка свекловичная навесная
4608,ССН,сеть среднего напряжения
4609,ССН,сигнализатор скоростного напора
4610,ССН,силы специального назначения
4611,ССН,снабженческо-сбытовая надбавка
4612,ССН,Союз специалистов по недвижимости
4613,ССН,сероорганическое соединение нефти
4614,ССН,станция смешения нефти
4615,ССН,сокосодержащий напиток
4616,ССН,справочная служба недвижимости
4617,ССН,специализированный сервер по недвижимости
4618,ССН,[государственный стандартный образец] массовой доли серы в светлых нефтепродуктах
4619,"ССН, ССН-",сборник сметных норм
4620,"ССН, ССП","система спутниковой навигации
спутниковая система позиционирования"
4621,ССН-,стабилизатор сетевого напряжения
4622,ССП,Северная сеть поставок
4623,ССП,спектрально-сейсморазведочное профилирование
4624,ССП,стационарный снегоплавильный пункт
4625,ССП,светосигнальный план
4626,ССП,Союз советских писателей
4627,ССП,совет студенческих представителей
4628,ССП,сменно-суточный план
4629,ССП,Совет содействия предпринимательству
4630,ССП,Союз свободных потребителей
4631,ССП,святая синяя пятница
4632,ССП,«Сипа-и-Сахаба Пакистан»
4633,ССП,специалист системной поддержки
4634,ССП,стандарт субъекта-предпринимателя
4635,ССП,сварочно-сборочное производство
4636,ССП,судно смешанного плавания
4637,ССП,"сбалансированная система показателей;
система сбалансированных показателей"
4638,ССП,система статистических показателей
4639,ССП,спасательное снаряжение подводника
4640,ССП,средний сетеподъёмник
4641,ССП,столовая студенческого питания
4642,ССП,сортировочно-сдаточный пункт
4643,ССП,словарная статья-полугнездо
4644,ССП,сверхскоростной поезд
4645,ССП,самосогласованное поле
4646,ССП,система сигнализации о пожаре
4647,ССП,сберегательный сертификат на предъявителя
4648,ССП,сложносочинённое предложение
4649,ССП,станция скорой помощи
4650,ССП,система стандартных подпрограмм
4651,ССП,связанный с событием потенциал
4652,ССП,система сбалансированных показателей
4653,ССП,снегосплавный пункт
4654,ССП,стык сети пользователя
4655,ССП,современные средства поражения
4656,ССП,среднесуточный привес
4657,ССП,социальная и судебная психиатрия
4658,ССП,система срочных переводов
4659,"ССП, ССП АБР",среднесрочная стратегия и программа Азиатского банка развития
4660,ССПО,студенческий социолого-педагогический отряд
4661,ССПО,совместная специальная пограничная операция
4662,ССР,Страховой союз России
4663,ССР,Сообщество по защите прав страхователей России
4664,ССР,Союз садоводов России
4665,ССР,социальная ситуация развития
4666,ССР,Стратегический союз риэлтеров
4667,ССР,Содружество свободных республик
4668,ССР,Служба специальных расследований
4669,ССР,сводный сметный расчёт
4670,ССР,системно-сетевое решение
4671,ССР,«Сам себе режиссёр»
4672,ССР,Словацкая Социалистическая Республика
4673,ССР,Советская Социалистическая Республика
4674,ССР,социально-стрессовые расстройства
4675,ССР,Стрелковый союз России
4676,ССР,Спецстрой России
4677,ССР,специальные средства радиоэлектроники
4678,ССР,субсинхронный резонанс
4679,ССР,слабоспекающийся рядовой
4680,"ССР, САНС, СРС","сплошная санитарная рубка;
санитарная сплошная рубка"
4681,СТ,средний танк
4682,СТ,служба тыла
4683,СТ,суммирующий трансформатор
4684,СТ,«Сибирский ток»
4685,СТ,служба трактов
4686,СТ,сухогрузный теплоход
4687,СТ,спутниковая технология
4688,СТ,стартовая тележка
4689,СТ,ситуативная тревожность
4690,СТ,струйное течение
4691,СТ,сизалевый тросовой свивки
4692,СТ,сила тока
4693,СТ,стояночный тормоз
4694,СТ,средней твердости
4695,СТ,силовая турбина
4696,СТ,спиральная турбина
4697,СТ,"Сахалин телеком
Сахалин телеком лимитед"
4698,СТ,светильник трубчатый
4699,СТ,сертификат о происхождении товара
4700,СТ,«Сургутская трибуна»
4701,СТ,стойка транзита
4702,СТ,садовое товарищество
4703,СТ,системные технологии
4704,СТ,сопряжённые триены
4705,СТ,стекловидное тело
4706,СТ,современные технологии
4707,СТ,строительный трест
4708,СТ,сварочный трансформатор
4709,СТ,смесевое топливо
4710,СТ,«Советский телетайп»
4711,СТ,структурированный текст
4712,СТ,самонаводящаяся торпеда
4713,СТ,скоростной трамвай
4714,СТ,соединительная ткань
4715,СТ,система телеобзора
4716,СТ,сети тепловые
4717,СТ,«Страховые традиции»
4718,СТ,склеротерапия
4719,СТ,специализированный тренажёр
4720,"СТ, СДТ, С/т",садоводческое товарищество
4721,"СТ, сот.",сотовый телефон
4722,"СТ, стр-во",строительство
4723,СТ-,селен технический
4724,СТАН,Столичное агентство недвижимости
4725,СТБ,система тактического бомбометания
4726,СТБ,строительно-технический батальон
4727,СТБ,Союз трудящихся Барбадоса
4728,СТБ,Современные технологии безопасности
4729,СТБ,Союз трудящихся Бурунди
4730,СТБ,станок ткацкий бесчелночный
4731,СТБ,стальной траулерный бот
4732,СТБ,Столичный торговый банк
4733,СТБ,спортивно-туристская база
4734,СТБ,Строительные технологии будущего
4735,СТБ,сметно-техническое бюро
4736,СТБ,служба транспортной безопасности
4737,СТБ,государственный стандарт Республики Беларусь
4738,СТК,сервисно-туристический комплекс
4739,СТК,строп текстильный кольцевой
4740,СТК,Светотехническая компания
4741,СТК,специализированный торговый комплекс
4742,СТК,Сибирская транспортная компания
4743,СТК,Совместный технический комитет
4744,СТК,Сервисная транспортная компания
4745,СТК,«Союзный транспортный коридор»
4746,СТК,Союз транспортных компаний
4747,СТК,Современные технологии консалтинга
4748,СТК,Сибирский транспортный комплекс
4749,СТК,специализированный термоизолированный контейнер
4750,СТК,северный транспортный коридор
4751,СТК,Сочинская транспортная компания
4752,СТК,сервисная телефонная карта
4753,СТК,системный территориальный кадастр
4754,СТК,спортивно-технический клуб
4755,СТК,система телефонных карт
4756,СТК,сверхтяжёлые кроны
4757,СТК,Стройтехком
4758,СТК,Самарская транспортная компания
4759,СТК,Самарская технологическая компания
4760,СТК,Союз трудового крестьянства
4761,СТК,северный терминальный комплекс
4762,СТК,структурно-тектонический комплекс
4763,СТК,Свердловская теплоснабжающая компания
4764,СТК,Станиславская торговая компания
4765,СТК,студенческий телевизионный канал
4766,СТК,Сибирьтелеком
4767,СТК,склад топографических карт
4768,СТК,самотушащяя композиция
4769,СТК,Сантехкомплект
4770,СТК,статический тиристорный компенсатор
4771,СТК,Современные традиции качества
4772,СТК,Союз трудящихся Колумбии
4773,СТК,спортивно-техническая комиссия
4774,СТК,студенческий туристский клуб
4775,СТК,Столичная торговая компания
4776,СТК,совет трудового коллектива
4777,СТК,«Сахателеком»
4778,СТК,спортивно-технический комплекс
4779,СТК,столичная трастовая компания
4780,СТК,Севертранском
4781,СТК,Связьтелеком
4782,СТК,собрание трудового коллектива
4783,СТК,спортивно-торговый комплекс
4784,СТК,«Служба технического контроля»
4785,"СТК, СК",среднетоннажный контейнер
4786,СТР,«Стирание экрана»
4787,СТР,Современные технологии рыбопереработки
4788,СТР,система технического регулирования
4789,СТР,Союз танзанийских рабочих
4790,СТР,сварочный трансформатор-регулятор
4791,СТР,Союз тхэквондо (ВТФ) России
4792,СТР,санитарный транспорт
4793,СТР,специальный технический регламент
4794,СТР,специализированный транспортный робот
4795,СТР,санитарно-транспортная рота
4796,СТР,система товарного распределения
4797,СТР,"средний траулер;
среднетоннажный траулер"
4798,СТР,система терморегулирования
4799,"СТР (ВТФ), СТР",Союз тхэквондо (ВТФ) России
4800,СТР-,специальные требования и рекомендации
4801,СУБ,сеялка узкорядная системы Богачева
4802,СУБ,система управления безопасностью
4803,СУБ,самоуплотняющийся бетон
4804,СУБ,сельская участковая больница
4805,СФУ,стоматологическое фотополимеризационное устройство
4806,СХПП,Союзхимпромпроект
4807,СЭД,Система «Электронной демократии»
4808,СЭД,сводно-экономический департамент
4809,СЭД,синдром Элерса — Данло
4810,СЭД,система электродвижения
4811,"СЭД, СЭДО",система электронного документооборота
4812,Сар.,Сарагоса
4813,Сбербанк СССР,Банк трудовых сбережений и кредитования населения СССР
4814,"Сев, СЖД",Северная железная дорога
4815,Сев.,Севастьян
4816,Сев.,Севилья
4817,СиП,Спутник и погром
4818,СиП,социология и психология
4819,"СиП, СП",социология и политология
4820,"СибФУ, СФУ",Сибирский федеральный университет
4821,"Сибторгбанк, СТБ",Сибирский торговый банк
4822,"Ск, СП",скорый поезд
4823,Сп,спецификация
4824,"СпР, СР",специальная разведка
4825,Ст,стокс
4826,Ст,Странник
4827,Ст.,стендист
4828,"Ст., Стар.",Старый
4829,"Ст., ст.",сталь; стальной
4830,СтАР,Стоматологическая ассоциация России
4831,"СтАР, САР",Стоматологическая ассоциация России
4832,СтБ,столб бетонный
4833,"Стан., Стас",Станислав
4834,Степ.,Степан
4835,Степ.,Степанида
4836,Стройматериал,трест промышленности строительных материалов
4837,"Стройтрест, СТ",Строительный трест
4838,"ТГНГУ, ТюмГНГУ",Тюменский государственный нефтегазовый университет
4839,ТГПИ,Тираспольский ордена «Знак Почёта» государственный педагогический институт имени Т. Г. Шевченко
4840,ТГПИ,Туркменский государственный педагогический институт имени Сейди
4841,ТГПИ,Тюменский государственный педагогический институт
4842,ТГПИ,Томский государственный педагогический институт имени Ленинского комсомола
4843,ТГПИ,Тульский государственный педагогический институт имени Л. Н.Толстого
4844,"ТГПИ, ТобГПИ",Тобольский государственный педагогический институт имени Д. И. Менделеева
4845,ТГУ,Тольяттинский государственный университет
4846,ТГУ,Тартусский ордена Трудового Красного Знамени государственный университет
4847,ТГУ,Трансгарант Украина
4848,ТГУ,Тывинский государственный университет
4849,ТГУ,тыловая группа усиления
4850,ТГУ,турбогенераторная установка
4851,ТГУ,трудногидролизуемый углевод
4852,ТГУ,транспортное громкоговорящее устройство
4853,ТГУ,Таласский государственный университет
4854,ТГУ,Таджикский государственный университет
4855,ТГУ,Тбилисский государственный университет имени Иванэ Джавахишвили
4856,ТГУ,Ташкентский ордена Трудового Красного Знамени государственный университет имени В. И. Ленина
4857,"ТГУ, ТГУ им. Махтумкули",Туркменский государственный университет имени Махтумкули
4858,"ТГУ, ТомГУ",Томский государственный университет
4859,"ТГУ, ТулГУ",Тульский государственный университет
4860,"ТГУ, ТюмГУ",Тюменский государственный университет
4861,"ТЗУ, ТПУ",транспортно-заряжающее устройство
4862,ТИИ,таможенные информационные интерфейсы ЕАИС
4863,ТИИ,"телеизмерение интегральных значений параметров
интегральное телеизмерение
телеизмерение интегральное"
4864,ТИИ,танковый инженерный институт
4865,ТИИ,Тольяттинский институт искусств
4866,ТИИ,товары индивидуального использования
4867,ТИИ,ТрансИнвестИнтегратор
4868,ТИИ,Томский индустриальный институт имени С. М. Кирова
4869,"ТИИ, ТюмИИ",Тюменский индустриальный институт имени Ленинского комсомола
4870,ТИХМ,Тамбовский институт химического машиностроения
4871,ТПИ,технико-промышленная инспекция
4872,ТПИ,Тбилисский политехнический институт
4873,ТПИ,теория переноса излучения
4874,ТПИ,Тульский политехнический институт
4875,ТПИ,Томский ордена Октябрьской Революции и ордена Трудового Красного Знамени политехнический институт имени С. М. Кирова
4876,ТПИ,твёрдые полезные ископаемые
4877,ТПИ,Таллинский политехнический институт
4878,ТПИ,табло переменной информации
4879,ТПИ,Технопромимпорт
4880,ТПИ,Томский педагогический институт
4881,ТПИ,территориальный проектный институт
4882,ТПИ,трансформатор питания импульсный
4883,ТПИ,Туркменский политехнический институт
4884,ТПИ,Телепорт Иваново
4885,ТПИ,Трехгорный политехнический институт
4886,ТПУ,Трудовая партия Украины
4887,ТПУ,трубопровод поливной универсальный
4888,ТПУ,термопечатающее устройство
4889,ТПУ,трубо-поршневая установка
4890,ТПУ,"техническо-производственное управление;
технико-производственное управление"
4891,ТПУ,транспортабельная полистирольная установка
4892,ТПУ,Тендерная палата Украины
4893,ТПУ,транспортно-планировочное условие
4894,ТПУ,Таллинский педагогический университет
4895,ТПУ,"транспортно-пусковая установка
транспортная пусковая установка"
4896,ТПУ,теплопотребляющая установка
4897,ТПУ,транспортёр-погрузчик универсальный
4898,ТПУ,унифицированный технологический процесс
4899,ТПУ,"тиристорное пусковое устройство;
устройство тиристорное пусковое"
4900,ТПУ,танковое переговорное устройство
4901,ТПУ,триперхлорат уротропина
4902,ТПУ,термопластичный полиуретан
4903,ТПУ,торгово-промышленное управление
4904,ТПУ,трубопрокатная установка
4905,ТПУ,Тбилисское пехотное училище
4906,ТПУ,транзитно-периферийный узел
4907,ТПУ,транспортно-пересадочный узел
4908,ТПУ,тыловой пункт управления
4909,ТПУ-,Тензометрический преобразователь усилий
4910,"ТагГПИ, ТГПИ",Таганрогский государственный педагогический институт
4911,"ТамГТУ, ТГТУ",Тамбовский государственный технический университет
4912,"ТамГУ, ТамбГУ, ТГУ",Тамбовский государственный университет имени Г. Р. Державина
4913,"ТашГТУ, ТГТУ",Ташкентский государственный технический университет
4914,"ТвГТУ, ТГТУ",Тверской государственный технический университет
4915,"ТвГУ, ТГУ",Тверской государственный университет
4916,"ТверПИ, ТПИ",Тверской политехнический институт
4917,ТгТУ,Таганский телефонный узел
4918,"ТолПИ, ТПИ",Тольяттинский политехнический институт
4919,"ТомПУ, ТПУ",Томский политехнический университет
4920,ФМО,Ферганское медицинское общество
4921,ФМО,ферромолибден
4922,ФМО,функционально-методное отношение
4923,ФМО,Фонд «Музыкальный олимп»
4924,ФМО,федеральная медицинская организация
4925,ФСБ,фонд фотографий современного балета
4926,ФСБ,Фёдор Сергеевич Бондарчук
4927,ФСБ,Фонд Станислава Белковского
4928,ФСБ,Фактор Станислава Белковского
4929,ФСБ,фатальная семейная бессонница
4930,ФСБ,ферросиликобор
4931,ФСБ,ФондСервисБанк
4932,ФСБ,фонд сохранения биоразнообразия
4933,ФСБ,фосфатно-солевой буфер
4934,ФСБ,функционально-служебный блок
4935,"ФСБ, ФСБ России",Федеральная служба безопасности Российской Федерации
4936,ФСК,Феодосийская судостроительная компания
4937,ФСК,федеральный следственный комитет
4938,ФСК,Финансовая сберегательная компания
4939,ФСК,Форум спасения Киева
4940,ФСК,«Фестиваль Сергея Курёхина»
4941,ФСК,факультет социальных коммуникаций
4942,ФСК,финансово-сельскохозяйственная компания
4943,ФСК,"физкультурно-спортивный комплекс
физкультурно-спортивный клуб"
4944,ФСК,финансово-строительная компания
4945,ФСК,финансово-строительная корпорация
4946,ФСК,Федеральный совет по космонавтике
4947,ФСК,Фанта-Спрайт-Кола
4948,ФСК,фанерно-спичечный комбинат
4949,ФСК,Федеральная сетевая компания
4950,ФСК,Футбольный союз Казахстана
4951,ФСК,Федерация стилевого каратэ
4952,ФСК,"«Факты, события, комментрии»"
4953,ФСК,фрискейт
4954,"ФСК ЕЭС, ФСК",Федеральная сетевая компания Единой энергетической системы
4955,"ФСК, ФСК РФ",Федеральная служба контрразведки Российской Федерации
4956,ЦСР,начальник департамента социального развития и непроизводственной сферы
4957,ЦСР,центр сетевых решений
4958,ЦСР,центр слуховой реабилитации
4959,ЦСР,целевая статья расходов
4960,ЦСР,Фонд «Центр стратегических разработок»
4961,"ЦСР, ЦСР СССР",Центральная служба разведки СССР
4962,ЦЭУ,центр «Электронный университет»
4963,ЦЭУ,«Центр экологических услуг»
4964,ЦЭУ,центр экскурсионных услуг
4965,ЦЭУ,цифровые электронные устройства
4966,ЦЭУ,«Центр эффективного управления»
4967,ЦЭУ,центр экоаналитических услуг
4968,ЦЭУ,«Центр электронных услуг»
4969,ЧССР,Чехословацкая Социалистическая Республика
4970,ЧССР,Чувашская Советская Социалистическая Республика
4971,ЧСФР,Чешская и Словацкая Федеративные Республики
4972,ЭД,эквивалентная доза
4973,ЭД,энерджи диет
4974,ЭД,эпокси-диановая
4975,ЭД,эректильная дисфункция
4976,ЭД,эритроцитарный диагностикум
4977,ЭД,Эстафета добра
4978,ЭД,Электропоезд Демиховский
4979,ЭД,элемент данных
4980,ЭД,"электронная документация;
документация в электронной форме"
4981,ЭД,экспресс-детектор
4982,ЭД,эксплуатационная документация
4983,ЭД,эпидиаскоп
4984,ЭД,электродинамический
4985,ЭД,электродетонатор
4986,ЭД,экскавация диска
4987,ЭД,экспериментальные данные
4988,ЭД,эффективная доза
4989,ЭД,электронная декларация
4990,"ЭД, эл. дв., эл.дв.",электродвигатель
4991,ЭДО,электронная доска объявлений
4992,ЭДО,эквивалентная доза облучения
4993,"ЭДО, ЭД, ЭДОБ",электронный документооборот
4994,ЭДО-,аппарат электрохимической детоксикации организма
4995,ЭЛД,электронное личное дело
4996,ЭЛД,потребление электричества днем
4997,ЭЛД,электролюминесцентный дисплей
4998,ЭЛД,эквивалент лямбда-диода
4999,"ЭлД, ДЭ, ЭД",электронный документ
5000,б/с,без содержания
5001,б/с,"бисексуальный
бисексуальная"
5002,б/с,бессрочно
5003,"барр./сут., б/с",баррелей в сутки
5004,"биосовместимость, БС",биологическая совместимость
5005,"ботсад, БС",ботанический сад
5006,брс,база резерва самолётов
5007,"д/э, дэ/х",дизель-электроход
5008,"диэфир, ДЭ",диизобутиловый эфир метилфосфоновой кислоты
5009,касп.,каспийский
5010,косм.,"космический
космонавтика"
5011,м,метр
5012,м,метаположение заместителя
5013,м,милли...
5014,м,мужская клаузула в стихе
5015,"м · К, м-К",метр-Кельвин
5016,м-к,моряк
5017,м-л,маршал
5018,м-н,мичман
5019,"м-р, Мр.",мистер
5020,м-с,миссис
5021,м-с,матрос
5022,м.,мужской
5023,м.,мельница
5024,м.,мыс
5025,м.,малый
5026,м.,море
5027,м.,мост
5028,"м. б., мб",может быть
5029,м. к.,микробные клетки
5030,м. о.,мягкая обложка
5031,м. р.,малорастворимый
5032,м. р.,мужской род
5033,м. с.,метрическое свидетельство
5034,"м. с., МС",мастер спорта
5035,"м., м-р",майор
5036,"м., м. миля",морская миля
5037,"м., мат., матер., м-л",материал
5038,"м., мдк, МДК",мудак
5039,"м., мес., м-ц",месяц
5040,"м., мест.",местечко
5041,"м., мест., местн.",местный
5042,"м., мз.",мыза
5043,"м., мин.",минута
5044,"м., мл",миля
5045,"м., мог.",могила
5046,"м., мощн.",мощность
5047,м.-с.,меццо-сопрано
5048,м/б,мясной бульон
5049,м/в,место встреч
5050,м/к,младший командир
5051,м/н,"материально независим
материально независима"
5052,м/о,мемориальный ордер
5053,м/о,материально обеспечен(а)
5054,м/п,материальные проблемы
5055,"м/р, м. р.","максимальный разовый
максимально-разовый"
5056,м/с,"медсестра
медицинская сестра"
5057,м/с,медицинской службы
5058,м/с,мозговых сортов
5059,"м/с, м/сек",метров в секунду
5060,мВ,морской воздух
5061,мВ,милливольт
5062,мГр,миллигрэй
5063,мК,милликельвин
5064,мН,миллиньютон
5065,мР,миллирентген
5066,"маг., МГР",магистр
5067,"маг., м-н",магазин
5068,мат.,"математика;
математический"
5069,мат.,"матерное слово;
матерное выражение"
5070,"мат., матер.",материальный
5071,"матобес, МО",математическое обеспечение
5072,"матожидание, МО",математическое ожидание
5073,"матответственность, МО",материальная ответственность
5074,"матресурсы, МР",материальные ресурсы
5075,"машзавод, МЗ, МСЗ",машиностроительный завод
5076,"машзал, МЗ",машинный зал
5077,"мб, мбар",миллибар
5078,"мб, мостб, МСТБ",мостовой батальон
5079,"медкарта, МК",медицинская карта
5080,"медколледж, МК",медицинский колледж
5081,"медконтроль, МК",медицинский контроль
5082,"медотвод, м/о",медицинский отвод
5083,"медотходы, МО",медицинские отходы
5084,"медподготовка, МП",медицинская подготовка
5085,"медпункт, МП",медицинский пункт
5086,"медсанбат, медсб, МСБ",медико-санитарный батальон
5087,"медсанупр, МСУ",медико-санитарное управление
5088,"медсв, мсв",медико-санитарный взвод
5089,"медслужба, МС, м/с",медицинская служба
5090,"медстрахование, МС",медицинское страхование
5091,"медцентр, МЦ",медицинский центр
5092,"меж., межд., междунар., МН",международный
5093,"межгоссовет, МС",межгосударственный совет
5094,"межд., междом.",междометие
5095,"межколхозстрой, МСО",межколхозная строительная организация
5096,"межправкомиссия, МПК",межправительственная комиссия
5097,"межправсоглашение, МПС",межправительственное соглашение
5098,"межрайпрокуратура, МП, МРП",межрайонная прокуратура
5099,"мест., местоим.",местоимение
5100,"местком, МК",местный комитет
5101,"метал., металл.",металлургия
5102,"металлоконструкция, МК",металлическая конструкция
5103,"метеоракета, МР",метеорологическая ракета
5104,"метеоцентр, МЦ",метеорологический центр
5105,"меткомбинат, МК",металлургический комбинат
5106,"меткомпания, МК",металлургическая компания
5107,мех. завод,завод меховых изделий
5108,"мехвод, МВ",механик-водитель
5109,"мехзавод, МЗ",механический завод
5110,"мехколонна, МК",механизированная колонна
5111,"мехкорп, мехкорпус, МК",механизированный корпус
5112,"мехобвалка, МО",механическая обвалка
5113,мин.,миномётный
5114,мин.,"минимум
минимальный"
5115,мин.,"министр
министерство"
5116,мин.,"минералогия
минеральный"
5117,мин.,минный
5118,"минп, минполк, мп",миномётный полк
5119,мк,морской колледж
5120,"мк, мкр",микрон
5121,мк...,микро...
5122,мкВ,микровольт
5123,"мкК, мкКл",микрокулон
5124,мкН,микроньютон
5125,мкР,микрорентген
5126,"мкр-н, мк-н, мкр., мкрн, м/н, м-н, м/р-н, мрн.",микрорайон
5127,мл,миллилитр
5128,мл.,младший
5129,мн.,"многие
много"
5130,"мн., мн. ч.",множественное число
5131,мод.,модель
5132,"молекс, МС",молекулярное сито
5133,"мор., мордел",морское дело
5134,"морси, МС",морские силы
5135,мп,морской полигон
5136,мпк,миллипарсек
5137,мр,мириа...
5138,"мс, мсек",миллисекунда
5139,мсб,миллистильб
5140,мсб,мотострелковый батальон
5141,мсв,мотострелковый взвод
5142,"мсм, МуСМ",многоуровневый сетевой маркетинг
5143,мстр.,магистраль
5144,"мстр., м-ние, м/р",месторождение
5145,мурка,от МУР — Московский уголовный розыск
5146,мц.,мученица
5147,наркомвнудел,народный комиссар внутренних дел
5148,наркомздрав,народный комиссар здравоохранения
5149,наркомзем,народный комиссар земледелия
5150,п,переносной
5151,п,параположение заместителя
5152,п,пико...
5153,п,пачка
5154,"п, пз",пьеза
5155,"п-в, п-ов",полуостров
5156,"п-д, под.",подъезд
5157,п-к,политрук
5158,"п-к, плк., полк.",полковник
5159,п.,пешка
5160,п.,палуба
5161,п.,"полк
полковой"
5162,п.,параграф
5163,п.,пункт
5164,п. г.,прошлого года
5165,п. м.,прошлого месяца
5166,"п. м., мп, пгм, п/м, пог. м, пог. м.",погонный метр
5167,"п. м., п/м",посадочные места
5168,п. п.,процентный пункт
5169,п. р.,правая рука
5170,п. с.,послужной список
5171,"п. с. т., пст.",поселок сельского типа
5172,"п., пад.",падеж
5173,"п., пд.",пуд
5174,"п., пер.",переплёт
5175,"п., пер.",переулок
5176,"п., пес.",песок
5177,"п., пл.",площадь
5178,"п., пос.",посёлок
5179,"п., пр., прав.",правый
5180,п.п.,пункт правил
5181,"п.п., п/п",передвижной пост
5182,п/в,полко-вылет
5183,п/в,постоянные встречи
5184,п/г,прокладки гигиенические
5185,п/д,предъявителю документа
5186,п/к,подкожно
5187,"п/к, ПК, пк",полукопчёный
5188,п/л,пионерлагерь
5189,п/м,полиэтиленовый мешок
5190,п/м,полнометражный
5191,п/м,пиломатериалы
5192,п/п,подпрограмма
5193,п/п,по порядку
5194,п/п,подрисуночная подпись
5195,п/п,почтовый перевод
5196,п/с,паспортный стол
5197,п/с,попытка суицида
5198,п/т,полутуша
5199,п/т,почтово-телеграфный
5200,п/у,подарочная упаковка
5201,п/у,под управлением
5202,п/у,предъявителю удостоверения
5203,п/у,при участии
5204,пав.,павильон
5205,"партблок, ПБ",партийный блок
5206,партком,партийный комитет
5207,"партком, парткомиссия, ПК",партийная комиссия
5208,пат.,"патология
патологический"
5209,пг,пикограмм
5210,пдп,парашютно-десантный полк
5211,"пдп., преп., препод.",преподаватель
5212,"педколледж, ПК",педагогический колледж
5213,пер,период
5214,пер.,перевозки
5215,пер.,перевал
5216,пер.,"перевод
переводчик"
5217,"печ. л., п. л.",печатный лист
5218,пз,полк засечки
5219,"пиар, ПР, РОС","связи с общественностью
служба по связям с общественностью
развитие общественных связей"
5220,"пк, пс",парсек
5221,пл,пиколитр
5222,пл.,плитка
5223,пл.,планка
5224,"пл., плот.",плотина
5225,"пл/бут, ПБ",пластиковая бутылка
5226,"плавбассейн, ПБ",плавательный бассейн
5227,"плавмастерская, ПМ",плавучая мастерская
5228,"племрепродуктор, ПР",племенной репродуктор
5229,пм,пикометр
5230,пов.,поверенный
5231,пов.,повесть
5232,пов.,поверхность
5233,пов.,поворот
5234,"пов., повел., повел. накл.",повелительное наклонение
5235,"погрануправление, ПУ",пограничное управление
5236,"под рук., под руков., п/р",под руководством
5237,под.,подобный
5238,"политпартия, ПП",политическая партия
5239,"политредакция, ПР",политическая редакция
5240,"политупр, политуправление, ПУ",политическое управление
5241,полк.,полковой
